Ticker,Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
ADBE,2023-12-13,4.14,4.27,3.17
ADBE,2024-03-14,4.38,4.48,2.23
ADBE,2024-06-13,4.4,4.48,1.92
ADBE,2024-09-12,4.54,4.65,2.49
ADBE,2024-12-11,4.67,4.81,3.01
ADBE,2025-03-12,4.97,5.08,2.17
ADBE,2025-06-12,4.97,5.06,1.71
ADBE,2025-09-11,5.18,5.31,2.48
ADBE,2025-12-10,5.4,5.5,1.9
ADBE,2026-03-12,5.87,6.06,3.18
AMAT,2016-02-18,0.25,0.26,2.95
AMAT,2016-05-19,0.32,0.34,7.12
AMAT,2016-08-18,0.48,0.5,5.12
AMAT,2016-11-17,0.65,0.66,0.91
AMAT,2017-02-15,0.66,0.67,1.68
AMAT,2017-05-18,0.76,0.79,3.52
AMAT,2017-08-17,0.83,0.86,3.07
AMAT,2017-11-16,0.9,0.93,2.88
AMAT,2018-02-14,0.98,1.06,8.04
AMAT,2018-05-17,1.15,1.22,6.46
AMAT,2018-08-16,1.16,1.2,3.04
AMAT,2018-11-15,0.97,0.97,0.22
AMAT,2019-02-14,0.79,0.81,2.45
AMAT,2019-05-16,0.66,0.7,5.67
AMAT,2019-08-15,0.7,0.74,5.09
AMAT,2019-11-14,0.76,0.8,5.03
AMAT,2020-02-12,0.93,0.98,5.82
AMAT,2020-05-14,0.89,0.89,0.4
AMAT,2020-08-13,0.95,1.06,11.88
AMAT,2020-11-12,1.17,1.25,6.71
AMAT,2021-02-18,1.28,1.39,8.75
AMAT,2021-05-20,1.51,1.63,7.92
AMAT,2021-08-19,1.78,1.9,6.82
AMAT,2021-11-18,1.96,1.94,-0.93
AMAT,2022-02-16,1.85,1.89,1.89
AMAT,2022-05-19,1.9,1.85,-2.77
AMAT,2022-08-18,1.78,1.94,8.69
AMAT,2022-11-17,1.74,2.03,16.87
AMAT,2023-02-16,1.92,2.03,5.68
AMAT,2023-05-18,1.83,2.0,9.49
AMAT,2023-08-17,1.75,1.9,8.88
AMAT,2023-11-16,1.99,2.12,6.44
AMAT,2024-02-15,1.91,2.13,11.78
AMAT,2024-05-16,1.99,2.09,5.27
AMAT,2024-08-15,2.03,2.12,4.68
AMAT,2024-11-14,2.19,2.32,5.71
AMAT,2025-02-13,2.3,2.38,3.67
AMAT,2025-05-15,2.31,2.39,3.45
AMAT,2025-08-14,2.36,2.48,5.13
AMAT,2025-11-13,2.09,2.17,3.65
AMAT,2026-02-12,2.15,2.54,18.18
AMD,2016-01-19,-0.1,-0.1,1.27
AMD,2016-04-21,-0.13,-0.12,5.19
AMD,2016-07-21,-0.09,-0.05,41.55
AMD,2016-10-20,,0.03,855.41
AMD,2017-01-31,-0.02,-0.01,39.28
AMD,2017-05-01,-0.04,-0.04,2.46
AMD,2017-07-25,,0.02,7900.0
AMD,2017-10-24,0.08,0.1,32.56
AMD,2018-01-30,0.05,0.08,62.73
AMD,2018-04-25,0.09,0.11,25.67
AMD,2018-07-25,0.13,0.14,10.31
AMD,2018-10-24,0.12,0.13,4.57
AMD,2019-01-29,0.08,0.08,-5.44
AMD,2019-04-30,0.06,0.06,5.54
AMD,2019-07-30,0.08,0.08,2.3
AMD,2019-10-29,0.18,0.18,-2.29
AMD,2020-01-28,0.31,0.32,4.6
AMD,2020-04-28,0.18,0.18,-2.32
AMD,2020-07-28,0.17,0.18,8.78
AMD,2020-10-27,0.36,0.41,15.49
AMD,2021-01-26,0.48,0.52,9.46
AMD,2021-04-27,0.44,0.52,18.31
AMD,2021-07-27,0.54,0.63,16.95
AMD,2021-10-26,0.66,0.73,10.04
AMD,2022-02-01,0.76,0.92,21.38
AMD,2022-05-03,0.92,1.13,22.23
AMD,2022-08-02,1.04,1.05,1.37
AMD,2022-11-01,0.7,0.67,-4.83
AMD,2023-01-31,0.67,0.69,2.51
AMD,2023-05-02,0.56,0.6,6.5
AMD,2023-08-01,0.57,0.58,1.05
AMD,2023-10-31,0.68,0.7,3.59
AMD,2024-01-30,0.77,0.77,-0.01
AMD,2024-04-30,0.61,0.62,2.04
AMD,2024-07-30,0.68,0.69,1.26
AMD,2024-10-29,0.92,0.92,0.46
AMD,2025-02-04,1.09,1.09,0.36
AMD,2025-05-06,0.93,0.96,2.83
AMD,2025-08-05,0.48,0.48,-0.55
AMD,2025-11-04,0.68,0.75,10.04
AMD,2026-02-03,1.32,1.53,15.98
AMGN,2016-01-28,2.28,2.61,14.26
AMGN,2016-04-28,2.61,2.9,11.28
AMGN,2016-07-27,2.74,2.84,3.67
AMGN,2016-10-27,2.8,3.02,8.01
AMGN,2017-02-02,2.79,2.89,3.69
AMGN,2017-04-26,3.01,3.15,4.76
AMGN,2017-07-25,3.11,3.27,5.22
AMGN,2017-10-25,3.1,3.27,5.33
AMGN,2018-02-01,3.03,2.89,-4.71
AMGN,2018-04-24,3.25,3.47,6.92
AMGN,2018-07-26,3.56,3.83,7.72
AMGN,2018-10-30,3.45,3.69,6.82
AMGN,2019-01-29,3.27,3.42,4.48
AMGN,2019-04-30,3.48,3.56,2.33
AMGN,2019-07-30,3.58,3.97,10.83
AMGN,2019-10-29,3.53,3.66,3.57
AMGN,2020-01-30,3.42,3.64,6.52
AMGN,2020-04-30,3.75,4.17,11.25
AMGN,2020-07-28,3.77,4.25,12.79
AMGN,2020-10-28,3.75,4.37,16.41
AMGN,2021-02-02,3.35,3.81,13.85
AMGN,2021-04-27,4.04,3.7,-8.46
AMGN,2021-08-03,4.01,4.38,9.2
AMGN,2021-11-02,4.22,4.67,10.65
AMGN,2022-02-07,4.04,4.36,8.03
AMGN,2022-04-27,4.12,4.25,3.12
AMGN,2022-08-04,4.33,4.65,7.28
AMGN,2022-11-03,4.45,4.7,5.61
AMGN,2023-01-31,4.09,4.09,-0.03
AMGN,2023-04-27,3.85,3.98,3.27
AMGN,2023-08-03,4.49,5.0,11.27
AMGN,2023-10-31,4.68,4.96,5.9
AMGN,2024-02-06,4.59,4.71,2.58
AMGN,2024-05-02,3.89,3.96,1.83
AMGN,2024-08-06,5.0,4.97,-0.62
AMGN,2024-10-30,5.11,5.58,9.29
AMGN,2025-02-04,5.08,5.31,4.63
AMGN,2025-05-01,4.26,4.9,15.01
AMGN,2025-08-05,5.28,6.02,14.08
AMGN,2025-11-04,5.01,5.64,12.47
AMGN,2026-02-03,4.73,5.29,11.94
AMZN,2016-01-28,0.08,0.05,-37.04
AMZN,2016-04-28,0.03,0.05,76.92
AMZN,2016-07-28,0.06,0.09,59.78
AMZN,2016-10-27,0.04,0.03,-33.83
AMZN,2017-02-02,0.07,0.08,9.7
AMZN,2017-04-27,0.06,0.07,34.42
AMZN,2017-07-27,0.07,0.02,-71.37
AMZN,2017-10-26,,0.03,6290.48
AMZN,2018-02-01,0.09,0.19,104.09
AMZN,2018-04-26,0.06,0.16,165.81
AMZN,2018-07-26,0.13,0.25,101.9
AMZN,2018-10-25,0.16,0.29,85.11
AMZN,2019-01-31,0.28,0.3,8.73
AMZN,2019-04-25,0.23,0.35,51.64
AMZN,2019-07-25,0.28,0.26,-6.51
AMZN,2019-10-24,0.23,0.21,-7.08
AMZN,2020-01-30,0.2,0.32,63.24
AMZN,2020-04-30,0.31,0.25,-18.0
AMZN,2020-07-30,0.08,0.52,543.11
AMZN,2020-10-29,0.37,0.62,66.17
AMZN,2021-02-02,0.36,0.7,97.39
AMZN,2021-04-29,0.48,0.79,64.11
AMZN,2021-07-29,0.62,0.76,22.57
AMZN,2021-10-28,0.44,0.31,-30.85
AMZN,2022-02-03,0.19,1.39,641.94
AMZN,2022-04-28,0.41,-0.38,-191.55
AMZN,2022-07-28,0.12,-0.2,-272.53
AMZN,2022-10-27,0.21,0.28,33.0
AMZN,2023-02-02,0.16,0.03,-81.68
AMZN,2023-04-27,0.21,0.31,46.82
AMZN,2023-08-03,0.34,0.65,91.19
AMZN,2023-10-26,0.58,0.94,62.22
AMZN,2024-02-01,0.8,1.0,24.38
AMZN,2024-04-30,0.83,0.98,17.67
AMZN,2024-08-01,1.03,1.26,22.92
AMZN,2024-10-31,1.14,1.43,25.17
AMZN,2025-02-06,1.48,1.86,25.36
AMZN,2025-05-01,1.36,1.59,17.08
AMZN,2025-07-31,1.33,1.68,26.13
AMZN,2025-10-30,1.56,1.95,25.2
AMZN,2026-02-05,1.96,1.95,-0.49
AMZN,2026-04-29,1.65,2.78,68.18
ASML,2016-01-20,0.6,0.68,12.63
ASML,2016-04-20,0.42,0.46,9.67
ASML,2016-07-20,0.8,0.83,3.66
ASML,2016-10-19,0.96,0.93,-3.12
ASML,2017-01-18,0.98,1.22,24.57
ASML,2017-04-19,0.93,1.05,13.26
ASML,2017-07-19,0.95,1.08,13.99
ASML,2017-10-18,1.12,1.29,15.44
ASML,2018-01-17,1.06,1.49,40.35
ASML,2018-04-18,1.17,1.26,7.54
ASML,2018-07-18,1.21,1.37,13.52
ASML,2018-10-17,1.58,1.6,1.19
ASML,2019-01-23,1.78,1.86,4.69
ASML,2019-04-17,0.48,0.84,73.35
ASML,2019-07-17,0.95,1.13,18.94
ASML,2019-10-16,1.44,1.49,3.42
