date,delta_dollars,gamma_dollars,vega_dollars,theta_dollars,open_legs,n_tickers
2018-10-25,-525.3079027752227,-584.1444225809502,1116.1149820637613,8182.494115932802,36,16
2018-10-26,-1132.566964822007,461.1636199928959,1244.3143576656348,-245.51864888170067,30,16
2018-10-29,-1962.8900802589965,405.1306060147271,1096.7794610509404,-234.34616203286578,30,12
2018-10-30,-1956.627496182742,367.3993436034526,1072.6415843359198,-198.31085296633808,28,12
2018-10-31,-1435.6997971002404,444.8572450517412,1278.5383992909603,-201.33392209060565,32,13
2018-11-01,-1170.9811429542688,526.8449901642332,1331.5623706016427,-219.68545819199804,29,12
2018-11-02,-1149.7466504820304,477.0735380484953,1293.482708255057,-212.51831254708657,26,12
2018-11-05,-1429.3154766965238,440.34510493784353,1265.4789487966134,-169.7550838618748,28,12
2018-11-06,-837.3892249681218,423.22168998132,1268.372739192503,-138.74407120358723,27,12
2018-11-07,-95.07038143409508,558.8539181506694,1282.1767601012573,-139.7781802400176,28,12
2018-11-08,-167.65969876860095,478.4371525992401,1241.2639186072065,36.110644249426755,30,13
2018-11-09,-116.85091136767025,537.5837404312962,1215.4157654275184,-228.2103556126697,25,13
2018-11-12,-1502.7795527818519,491.4329324784145,1136.2035867106858,-243.9615521388674,26,12
2018-11-13,-976.1623477205145,488.2804329392744,1123.1608865759333,-253.54964548006572,25,12
2018-11-14,-1254.857986697926,438.4727057663563,1070.9095928183049,-180.09838428180242,23,12
2018-11-15,-971.7286756840499,438.02844043756824,1079.250172169486,-83.93413201008252,22,11
2018-11-16,-1240.3668640638543,461.6211026575072,1022.0877917118012,-249.30774569464666,16,11
2018-11-19,-2167.5867709177205,391.7762538695695,909.727644397965,-243.55239022966327,20,10
2018-11-20,-2596.750267384219,454.2208364694001,1084.0026192727794,-308.430997800559,22,11
2018-11-21,-2504.170598177779,502.28547586976015,1190.1180240570884,-313.1529216443967,24,12
2018-11-23,-2226.114624525916,476.3035523365783,1125.2282842101483,-306.89744821270284,23,12
2018-11-26,-1923.1185626736856,583.8174194129648,1196.5100724260003,-329.06193357873764,24,12
2018-11-27,-1958.9295306152458,595.5142934639329,1197.114231920056,-331.4049077845415,26,13
2018-11-28,-533.035077721243,728.306833131763,1311.04271317879,-382.7026229482493,26,13
2018-11-29,-501.08542743331617,677.8635787601787,1281.120195419982,-304.18097877629737,28,13
2018-11-30,-68.11770684228887,675.558416068442,1265.0432211626278,-306.2788548539107,28,13
2018-12-03,914.1068345152268,742.2059106783468,1250.3169742874302,-255.1059675506768,28,13
2018-12-04,-867.0644490243473,630.001294563497,1168.0548399577356,-245.16842002043362,28,13
2018-12-06,-494.8142275814083,528.5139369032834,1126.2149819887763,297.6833527531594,28,13
2018-12-07,-1559.3413970103609,483.5896135890152,1049.5737098761435,-288.85365976529977,26,13
2018-12-10,-1438.1288058528942,497.51880366927645,1042.7989607097384,-243.16820838301865,26,12
2018-12-11,-1356.5664548068387,502.002943412233,1036.9465089264515,-204.9611324655758,26,12
2018-12-12,-1116.4857763011464,509.0515179425093,1035.8776056487468,-159.9034144551522,26,12
2018-12-13,-878.1960513887382,432.3997889880063,996.1827593907453,194.34694471109583,23,12
2018-12-14,-1734.8347086917252,500.7088624624668,939.0008080931307,-346.8116567783877,21,12
2018-12-17,-2510.5263787288254,425.4352263942982,832.329297944373,-328.2093321572472,20,10
2018-12-18,-1652.3745438621943,455.30285729634664,859.28827296927,-345.30015296309756,17,9
2018-12-19,-2782.832433348448,415.6540274894526,804.9654657149491,-318.8991979834657,20,10
2018-12-20,-3023.0437399686016,368.91877768769933,754.3557319303872,-317.541122348069,20,10
2018-12-21,-3553.4847343955585,279.5379570887448,618.4815652365401,-269.51338956606617,20,10
2018-12-24,-325.0624251069246,170.5525519552484,454.1551961107615,-239.4799925722011,15,10
2018-12-26,-2851.3803957100436,397.0055888110895,782.9412483461892,-391.9104438532744,24,12
2018-12-27,-2890.2496659818717,387.09286302692044,779.8682854660296,-395.7511137773621,24,12
2018-12-28,-3004.4556178934176,406.8717634990076,750.8579312558245,-368.4047414854045,24,12
2018-12-31,-2486.952997075021,439.405710744335,732.7930833724786,-369.55773146327596,23,12
2019-01-02,-2367.89871394379,488.8754992176197,751.1020493941402,-399.76632671128453,24,13
2019-01-03,-2986.7244368673128,405.7957793497726,658.696868562315,-372.13830319640255,25,13
2019-01-04,-2438.4338079932554,561.1781478669598,780.3622487455112,-448.49906775898376,26,13
2019-01-07,-1710.767009784483,645.3489261660105,810.1329697308851,-570.1826583784198,26,13
2019-01-08,-1299.5677299234383,687.4341778534158,831.2068745994471,-589.5547158251932,26,13
2019-01-09,-1249.8475714041258,734.5376061294535,833.5914605613634,-593.6987769523171,26,13
2019-01-10,-1227.3510110797436,735.691856482535,811.1670336104029,-622.9116951938173,26,13
2019-01-11,-1547.6310422617628,756.9830128628847,774.0017708892449,-638.790621714724,26,13
2019-01-14,-2278.476641255465,727.6600971922137,702.7376524947266,-728.2745767780353,26,13
2019-01-15,-828.6130675146799,887.85140846561,765.802095829747,-990.425703578232,26,13
2019-01-16,-759.9562351393122,907.9148480617869,725.2375099169783,-1192.857889292,26,13
2019-01-17,-339.0964621877589,819.5049615532722,696.8783978344984,-507.6471808363514,24,12
2019-01-18,-270.5206899710997,851.9978065849747,733.1476018226356,-544.0994334736075,24,12
2019-01-22,-1546.964349433412,691.2673775194953,667.3116369287532,-523.5484781343181,36,16
2019-01-23,-1345.6326644951043,616.1367982953208,646.4231313792405,-268.1429398137634,44,15
2019-01-24,-1448.8130004608345,35.18898743741229,496.8256746510118,472.1347166583374,44,14
2019-01-25,-1339.485140186167,43.24930167589132,507.30431871276505,500.8194596784006,43,14
2019-01-28,-1127.607044397413,-206.2011009368221,422.50395809567937,1554.8846854969077,46,14
2019-01-29,-779.235847695825,-267.42445083359917,370.24497804333294,2054.1217050703267,41,14
2019-01-30,-1934.395850842897,-191.28784761573587,346.1640563496486,2964.0419940411966,32,14
2019-01-31,-1652.1857275222428,-684.0945374372437,265.08658555489376,3997.974863879179,29,14
2019-02-01,313.5575383648122,76.9478091460116,300.815625207738,70.63156875586363,16,14
2019-02-04,-261.5181407807831,-100.86672784958112,213.73663747416379,400.9941766684576,14,7
2019-02-05,-729.7568092912796,-46.68941133462471,236.45785327800002,74.62508370243779,12,6
2019-02-06,-364.71542651480604,-314.36751759725183,218.8377717809667,259.6498547666326,14,6
2019-02-07,22.19003979667906,-780.3798093187906,177.00475997852314,660.954202157285,18,7
2019-02-08,463.0952817438751,34.275560237042455,193.1852217948296,15.691825694089978,16,7
2019-02-11,520.3807278527618,32.10193304882691,200.55293841216562,81.29922576240592,16,6
2019-02-12,656.4969917693306,324.70416648834913,480.02703090473904,12.683301690847227,18,7
2019-02-13,625.2771322400818,315.9878249941667,478.73786520759575,132.9520099530959,16,7
2019-02-14,337.6333291418739,327.3504996277024,535.6100525340439,338.06614918971314,18,9
2019-02-15,429.66539707276695,391.6308895567427,542.7272123764537,-185.96437750936542,12,9
2019-02-19,1282.557695780377,563.9903768138753,1051.7555913681626,-293.77814688424786,26,13
2019-02-20,1214.8800895570675,593.7982533468524,1040.5906779527827,-291.0787995304728,26,13
2019-02-21,984.4550892183929,595.351444836688,1035.7176602487662,-292.96197185243363,26,13
2019-02-22,1319.8908786521472,612.4793637668446,1028.6897156104862,-298.5486130622017,26,13
2019-02-25,1409.7909004612352,599.8312487692679,1002.8376190316377,-307.18240847400364,26,13
2019-02-26,1495.632305737141,608.3638653517195,996.9522086764781,-311.0893247988769,26,13
2019-02-27,1627.9901484119457,585.1677195307399,990.0376353245707,-319.0155182234014,26,13
2019-02-28,1629.7704847544098,592.3979512550756,978.936733502403,-323.8607881661917,26,13
2019-03-01,2134.469141438771,585.1387453846894,960.297342819513,-331.601950318646,26,13
2019-03-04,2312.945416032397,567.0286179218533,928.1259756770568,-364.51343053907806,26,13
2019-03-05,2336.0038935734224,568.241228273969,914.4381251075763,-360.899165059664,26,13
2019-03-06,1910.2353555601549,572.5106995992498,907.0862636802565,-367.7413392394885,28,14
2019-03-07,1376.9284341314876,505.50297657011305,1072.4519819996272,-245.13166033814298,40,15
2019-03-08,1375.2212633092233,497.0428854976004,1064.6535734229146,-233.5887998131553,40,15
2019-03-11,2404.367739711478,494.52431593040626,1009.5701921555208,-114.41718221687614,40,15
2019-03-12,2581.816132459916,480.23933452617337,975.8916969966541,11.776562026842349,40,15
2019-03-13,2900.269288974964,478.89441598295963,995.2470560649907,177.7896078541993,43,16
2019-03-14,2265.4873196465746,440.07031427430644,999.410837949023,1226.0207055892522,39,16
2019-03-15,2751.6676066453283,537.385332090432,992.963294779899,-278.0686455477445,32,16
2019-03-18,3081.270566780881,519.776968460944,951.9728653664316,-268.63679506195285,32,15
2019-03-19,3438.7925822424536,487.31031386913924,905.7688391105997,-252.62504520944833,32,15
2019-03-20,3846.8648955924,446.5939882775956,890.8420980930255,-223.6325451878583,32,15
2019-03-21,4088.9082655524376,400.4373656242633,854.0632796483067,-280.87990707762003,32,15
2019-03-22,3470.559152919643,504.2227242526857,874.4131249127885,-331.2219558132165,30,15
2019-03-25,3583.4764074579584,491.8008631634416,843.1782554909819,-342.56101347357816,30,15
2019-03-26,3755.924879552958,500.84908535780517,829.2299339569829,-344.751676194506,30,15
2019-03-27,3459.8879486435517,526.7357730990352,841.483766118316,-360.63706671836525,30,15
2019-03-28,3614.746416520197,533.4830393094721,828.4145989645826,-355.70197302516743,30,15
2019-03-29,3566.7794299405696,522.303051019266,805.8475044279575,-342.76440021871167,29,15
2019-04-01,4600.685845735342,511.9173488031994,743.3973028684336,-335.82403115131,30,15
2019-04-02,4824.667559533314,534.3840395788073,758.1267175647711,-336.8152602087427,30,15
2019-04-03,5004.705964412099,503.0447854153114,730.555484461174,-333.6665302481933,30,15
2019-04-04,5028.268674887425,502.5725329309994,697.8382463678654,-320.67510001999057,30,15
2019-04-05,5270.760178925387,487.7066236986789,686.9405309312174,-313.7722780239837,30,15
2019-04-08,5440.874862451556,476.02188846927265,646.6790752592949,-315.91540151927165,30,15
2019-04-09,4874.5545215679085,488.75102428196675,653.056923098125,-334.16510451602306,29,15
2019-04-10,5379.465055389604,462.4771897975011,622.5140705625104,-326.576389195498,30,15
2019-04-11,5288.507091467022,434.25231039833466,593.908116532101,-319.51160067305545,30,15
2019-04-12,5480.152416032329,409.3146086827037,551.005033770294,-295.2107880247059,30,15
2019-04-15,5526.905123555473,414.21405467503155,534.1452316462944,-310.6976201713365,30,15
2019-04-16,5647.932596408261,400.62735547157496,487.85319947819414,-278.41514593440115,28,15
2019-04-17,5807.416658336858,328.2936743120153,611.3110465896067,-139.71894656984225,38,15
2019-04-18,5158.022680573915,-503.97214165035894,483.3810222533443,395.09623986152786,41,16
2019-04-22,4277.473885012709,-803.8123471136097,395.6567685456183,1225.8259897434993,44,17
2019-04-23,3577.7530979940007,-815.791876114835,504.7016288106873,1385.132999173388,55,17
2019-04-24,4038.9142505868763,-946.719248825699,402.39056809577426,2248.0590585737973,53,17
2019-04-25,1276.9907591938443,-1003.8065400328461,374.89212500390005,3403.6123801448707,52,17
2019-04-26,2152.0288173485274,-193.9601847809732,504.19546465736266,295.54190369258737,44,17
2019-04-29,-5.966261135640039,-187.64506486801156,352.9651620769897,572.1904433791434,38,15
2019-04-30,1321.649048848557,-63.65624081980515,358.459979068708,279.0260658856221,32,15
2019-05-01,1708.406586645609,249.40708280004725,961.9585078788015,26.40444397361543,37,16
2019-05-02,2584.6588180416707,192.6096748218971,974.2790480829542,67.2709917678709,37,16
2019-05-03,2196.9067498641602,459.4733749958105,956.9850319515143,-253.34389764395598,28,16
2019-05-06,1999.3802332978275,445.6562022989527,949.197794017796,-279.09024064981804,28,14
2019-05-07,1358.576110944237,407.6610122053937,958.2292344562072,-331.5141272675424,28,14
2019-05-08,1278.4785173434047,396.651629764864,968.0151368797951,-260.8584970111544,36,15
2019-05-09,1072.296976360951,329.9548535622461,909.2816578205727,-166.20500161958796,42,15
2019-05-10,1027.4747535693973,324.39676940731664,882.487998639998,-137.99166412442284,42,15
2019-05-13,159.26911263772757,364.34886463515056,818.5070781775239,-221.76198298472107,41,15
2019-05-14,393.0905315998118,381.1483738667714,786.9133826337774,-86.18565318694587,42,15
2019-05-15,740.6996654284545,358.885826121986,786.1283235792965,-64.76008729018005,38,15
2019-05-16,879.1972172070512,331.897063496831,783.2253480814737,394.0611935290417,34,15
2019-05-17,-25.4781353181194,517.7310592302416,777.0364563410376,-273.3407702920069,26,15
2019-05-20,-737.1885799825702,548.2132200000844,808.1542037284405,-303.16266550672304,28,14
2019-05-21,-601.6952208203278,559.3660078360608,823.9730932847009,-295.2719290932702,28,14
2019-05-22,-723.1539643503775,547.2749513475505,791.8370034271738,-289.3854729025318,28,14
2019-05-23,-1378.5087073361715,526.9187989982103,773.4594912874624,-302.7356419510714,29,15
2019-05-24,-1511.2876056220914,531.4585241324952,741.7394198782197,-287.48841118190984,30,15
2019-05-28,-1428.656005992684,496.88944969596565,715.465198500707,-298.54372551163914,30,15
2019-05-29,-1779.5998263712875,492.2957169932039,679.9472050518444,-301.51867303279573,30,15
2019-05-30,-1791.5130055940826,500.45097458847744,667.8759560344361,-296.8393845353711,30,15
2019-05-31,-2378.2023390554245,465.1542061941231,614.6534907521622,-287.0747959614519,30,15
2019-06-03,-3248.9587267191755,400.0703165824911,495.63875302577804,-274.3211172933511,28,15
2019-06-04,-2664.536571987702,466.98695064802524,563.3102978371205,-301.04901103624036,29,15
2019-06-05,-2450.7098045023195,439.8674004762527,554.4070479817937,-301.70122258800484,30,15
2019-06-06,-2109.935016091333,419.8995097028242,641.2511621360818,-229.38050476612972,33,15
2019-06-07,-1553.994082711765,461.30680477265923,670.0344858414651,-230.7754013196543,33,15
2019-06-10,-929.4027214981336,490.1102632370926,678.755447978458,-212.26294314550591,34,15
2019-06-11,-806.9555647258005,457.61530022286263,691.3326887774322,-127.99893597454306,38,15
2019-06-12,-1021.8482634515543,433.86467140130856,675.3476374320982,23.644767566433664,42,15
2019-06-13,-979.4092023877135,401.0035412717465,663.3499067007016,454.2923171535555,40,15
2019-06-14,-1011.8114787749732,471.0935139253218,681.1102559722509,-267.54461385656646,38,15
2019-06-17,-756.9479452740129,481.1548544116475,674.9514830679631,-257.579300337584,38,15
2019-06-18,-643.7343454095464,436.0305565522647,724.8201354880783,-108.66124843541317,40,15
2019-06-19,-881.5370046342666,464.15873170905866,722.0020823927769,-164.70025784733312,38,15
2019-06-20,-688.9216764913964,515.0876871925087,736.3357109049524,13.448134220295826,37,15
2019-06-21,-331.0408218014828,565.4652784871608,727.030234584603,-291.08242025598804,34,15
2019-06-24,-272.59041738486155,571.2729912293956,704.4060597196469,-291.163493042415,36,16
2019-06-25,-925.4852882981093,570.7987174246252,680.8498120917862,-283.26709647540827,34,16
2019-06-26,-541.2837085469828,570.5679640060058,681.515804379876,-307.8459768429747,34,16
2019-06-27,-323.1368195592487,575.0533186902646,669.4911594729103,-305.85656417630344,34,16
2019-06-28,-339.8632310412925,578.9514445439268,670.13598130922,-333.78559259129304,32,16
2019-07-01,138.59428810166105,620.3416483377223,637.0124645931179,-320.4229764199339,31,16
2019-07-02,423.94496424344,633.8550550770124,633.4461431020981,-316.5881227831377,32,16
2019-07-03,494.59763325532526,630.5860563857458,650.5065690372076,-354.6235562192541,31,16
2019-07-05,431.09066225093346,654.3426307149844,607.3991504480392,-327.0579520907778,32,16
2019-07-08,164.78417470043962,614.5633202116007,557.8590102998024,-328.62694791514633,32,16
2019-07-09,559.8640848474113,590.1344874884912,536.1529555164295,-321.6960844729769,32,16
2019-07-10,883.3330055060146,508.03838906823034,658.5734305910229,-147.3844830468312,39,18
2019-07-11,1050.1516290806715,473.67815289743817,662.608817759782,-128.07653612876203,42,18
2019-07-12,1223.807333915679,478.00277545356096,641.4613700113717,-76.08129369809072,41,18
2019-07-15,1635.6935407120147,497.29191045831243,628.5737885327744,91.97425301143849,40,18
2019-07-16,1701.4960631624306,528.2615727891011,641.7645183832269,181.66356341739888,42,18
2019-07-17,1344.7874571360094,518.7007675107118,675.7684145607321,379.0894377146756,46,18
2019-07-18,2116.9224234383682,114.63001996163898,1166.0653697888429,818.7410509191018,53,18
2019-07-19,1463.1289578740166,181.4217369557489,1126.4615897047947,474.73849341517706,48,18
2019-07-22,1608.2400870031938,119.30058230531326,1069.6072874040874,1289.4920040389952,49,18
2019-07-23,1728.482084720783,21.912019810401468,1012.6210433467811,1995.8012604393089,55,18
2019-07-24,1929.5951244570686,-73.88272267483777,980.8535090106872,3206.1096814145003,57,18
2019-07-25,2052.637823216694,-350.0645702463604,923.419766762684,5611.805870900764,52,18
2019-07-26,223.5543697201316,528.8501008788895,1047.0585428505779,-168.21985864057348,43,18
2019-07-29,1182.476965460622,581.2911078398309,1201.4555067589781,-96.21145555308013,44,17
2019-07-30,881.2188916606692,481.560258816649,1069.3492563349228,47.793009862428605,38,17
2019-07-31,139.3435407674102,432.0517827765216,1065.9427795628267,-81.88588360540746,36,17
2019-08-01,44.44060688339823,393.4746684262818,1062.5677249371552,-137.64866546183896,37,17
2019-08-02,-688.692557912462,590.0813402509197,1026.4238282185536,-347.52202979952324,30,17
2019-08-05,-1830.2527760788782,466.5963924497294,789.5181513396001,-342.57617386849694,30,15
2019-08-06,-1565.2308909951923,492.57186036823776,760.4035699692909,-335.1262673709125,30,15
2019-08-07,-1398.894166145913,476.84168409148043,765.5359884927595,-337.2933197584269,32,15
2019-08-08,-781.9349003045504,430.8677434959372,822.3408400221822,-229.4342377422284,37,15
2019-08-09,-1018.7668510059499,389.4557715451522,774.5196743486558,-210.23965123061865,38,15
2019-08-12,-1318.918125017035,355.34906537687095,734.550627950039,-136.58287152679233,38,15
2019-08-13,-752.8941648724041,397.9047125906438,729.2300141960004,-137.7528556350811,38,15
2019-08-14,-1515.1337826337437,316.35113081404154,708.0967940779008,4.180065372906631,38,16
2019-08-15,-1159.6585001932706,308.3019651381657,716.7109543492649,110.99612774151208,32,15
2019-08-16,-908.6654367101594,395.1053987892326,741.0311540712447,-302.92729301223966,26,15
2019-08-19,-366.47199445963906,455.5768964037806,840.5116778432313,-330.99264264287024,30,15
2019-08-20,-658.969595438998,448.5449574198735,807.6712536806126,-325.7604262061902,30,15
2019-08-21,-324.85894180090304,474.3111380918257,815.5330018542893,-325.35120633069846,30,15
2019-08-22,-510.3044167702287,459.65965591448264,796.4785774568616,-333.70227974252657,30,15
2019-08-23,-1537.388352348199,422.2155117006761,750.5058750233633,-340.02285329231404,30,15
2019-08-26,-1108.5683701478074,439.18525276799454,743.7630822816161,-353.68075581911773,30,15
2019-08-27,-1169.3523853779504,421.00375885357016,726.1082177779728,-360.24122017570875,30,15
2019-08-28,-1179.8591403596024,419.2555109283197,704.6955483389618,-359.98233810071616,30,15
2019-08-29,-627.00126204156,453.55006888615526,711.1738574611132,-346.9305565386518,30,15
2019-08-30,-625.1703295247781,450.9458760216755,694.8028839197001,-351.8129022627743,30,15
2019-09-03,-910.7423562736934,454.4393817943465,703.1398686201544,-407.2341434687992,30,15
2019-09-04,-422.7137533319765,454.56883447402515,694.6882015850042,-383.832451235413,34,15
2019-09-05,425.7594768742606,391.7497459727751,671.0952712228487,-278.09350770199495,36,15
2019-09-06,210.40271152417947,398.38464048197466,645.5183751364266,-246.12404706995508,36,15
2019-09-09,202.37390754366376,401.8963749456948,633.087278097931,-180.5252265952476,36,15
2019-09-10,157.5660873213968,336.4905207634237,587.1506729337317,-33.12245590103026,38,15
2019-09-11,415.82631054065655,322.79317476650067,564.8487155468475,87.82534266707847,36,15
2019-09-12,236.65284529491436,307.1883690972034,561.9750323161312,380.02828382827676,33,15
2019-09-13,384.3258641626683,384.3661736221575,553.5940295367301,-258.725499986811,30,15
2019-09-16,164.24129389940634,378.8383321451057,527.8245547458181,-271.20627585840873,30,14
2019-09-17,151.4386908863321,339.88644077384726,521.3290844341981,-45.40747068704016,28,14
2019-09-18,242.86121242392,233.54580921602582,501.3151476213651,-141.57327889178558,28,14
2019-09-19,222.19955821357934,132.21708715188203,497.36395904072566,-121.33989684507924,30,14
2019-09-20,-13.902491326090598,363.20055837475894,472.76053729675573,-236.80060061917993,28,14
2019-09-23,-38.07587787839165,362.47355829223073,491.60582522826945,-222.83810582233522,31,15
2019-09-24,-485.4077755660303,353.82802091370826,485.4731535466313,-226.5047227432343,32,15
2019-09-25,-47.73006901513085,349.5657117417906,458.7083867236876,-172.10741528791146,32,15
2019-09-26,-154.22782389124808,340.8866147725628,434.0937769512801,-97.68134254853167,30,15
2019-09-27,-506.3726387564427,367.82122243260847,447.40426173127753,-284.61467079030075,28,15
2019-09-30,-415.7933291332913,374.2491292259809,442.46004734727745,-292.4151140977302,28,14
2019-10-01,-616.3868787155019,367.26228460907447,435.62340872204646,-309.55712515815117,28,14
2019-10-02,-1008.1573582685137,350.76082842145365,429.55777134101896,-323.31625196957975,28,14
2019-10-03,-744.9674203344703,341.3420114556421,404.2245233503255,-299.1530838251938,28,14
2019-10-04,-462.50708727241033,343.43221488307523,389.12231551083073,-298.40005228630855,30,15
2019-10-07,-171.72046527640492,340.3371767679646,358.80899913988594,-293.02860450663746,29,15
2019-10-08,-573.4821663218827,337.70615634252925,374.06704448389524,-337.3898744532954,29,15
2019-10-09,-493.6242316666901,276.0924444616892,349.94617485546354,-109.27889568237731,34,15
2019-10-10,-479.3441173636123,258.0698128601327,328.31921205886937,-70.24323662164636,34,15
2019-10-11,-11.631162809325332,258.84544165577273,317.9459226931502,-43.4115436445146,33,15
2019-10-14,-353.1676410000782,262.0642675874536,279.89963051549483,84.56488702117494,34,15
2019-10-15,-5.633364090594739,257.820239514203,268.1711242258488,174.1235194508857,34,15
2019-10-16,38.842818857660475,110.6662213342013,253.58673676332137,689.392002007085,34,15
2019-10-17,-74.14216999703169,-234.33736913927098,120.71473147003994,539.9815197028612,37,15
2019-10-18,872.9793622841125,-34.645087303939334,147.23105018400622,397.31984726976447,34,15
2019-10-21,472.4970748194419,-269.89717112120155,187.76800590499064,1139.9592940172795,42,16
2019-10-22,691.7396123101012,-265.498235288972,176.05914095448176,1485.9165271584602,44,16
2019-10-23,460.6338205081835,-397.7309839462513,134.89232847928915,2359.446095182965,42,16
2019-10-24,1608.9384338207258,-582.7035724416946,102.95890614354234,3948.3922347907846,38,16
2019-10-25,1838.1039292519918,-123.87354051471486,181.89627339905667,353.2614163797107,34,16
2019-10-28,82.32539843708068,-8.646342546800431,538.5354057170753,775.2496313765519,37,15
2019-10-29,216.68037255852587,-518.2088834727887,537.32321795243,367.91923761305924,34,14
2019-10-30,39.35197300396886,-632.7208650588254,564.0272075609715,508.0211080176932,36,14
2019-10-31,-381.4504454374249,-950.9494179699433,576.1811526252247,332.4654590752517,36,14
2019-11-01,770.2586976485419,200.36418301949985,584.6949913070862,-134.66297479388726,28,14
2019-11-04,974.0817916563532,215.1958047100457,580.4939737998617,-102.99304969722466,28,11
2019-11-05,1029.128358112238,226.32664693215796,569.7667811718787,-130.71990762542995,30,12
2019-11-06,668.4211700967788,234.05345163271423,576.8977694038452,-64.86245399929521,28,12
2019-11-07,996.3896971267528,137.47976100660966,523.1588668822162,73.94502362566355,33,13
2019-11-08,1104.2991270250864,191.19745835268054,550.8908802078747,-61.0642004985163,33,15
2019-11-11,1416.6172141895934,202.11061692370183,526.614691135903,20.969470423387182,34,15
2019-11-12,1450.8658423037602,209.85171235427498,533.012572957264,81.51992637509773,34,15
2019-11-13,1269.2142892452673,193.34196219424564,523.4786812190913,250.69480627303372,32,15
2019-11-14,772.6946256711759,211.93915815223653,528.1042668449176,732.7663281020909,29,15
2019-11-15,961.7125674817356,321.27185908632674,516.9146907525454,-188.14136354138853,22,15
2019-11-18,1140.2602421782083,357.480683572865,601.7687083162887,-216.3567976824688,24,12
2019-11-19,1829.0526388191802,490.9053436159266,807.2799413351157,-271.49110342229415,26,13
2019-11-20,1564.4873328374345,497.32692146661213,816.9698399724876,-288.4460874335009,26,13
2019-11-21,1582.911937885063,506.8168151085479,803.3497890161204,-287.4563204604292,26,13
2019-11-22,1618.127578261943,508.6989722466846,805.6782547006567,-290.9879698648267,26,13
2019-11-25,2292.265777283707,517.3471592641245,772.4895583184405,-282.64677289561996,26,13
2019-11-26,2445.3566698631807,520.5384383488188,760.1732338126504,-286.50044192930415,26,13
2019-11-27,2759.5142593727187,520.4449883516185,747.0011247081978,-288.6252383422388,26,13
2019-11-29,2399.9956206815887,490.96347461100964,748.1945853211424,-311.21590605553774,26,13
2019-12-02,1894.6727280765945,529.4793896065603,746.7396070227205,-337.89594319734664,26,13
2019-12-03,1658.8636678420971,508.16844577354703,739.0543761872373,-354.63571040310137,26,13
2019-12-04,1884.6341352740094,514.7510577629315,736.317862583066,-353.7255495419671,28,14
2019-12-05,1850.3846844799534,390.0364211059191,738.2038110357099,-169.99836345612175,38,14
2019-12-06,2172.55531681246,369.22581585025694,714.334026787583,-143.94151376453846,38,14
2019-12-09,2150.769646864322,366.0178215187345,725.0236233588788,-56.15199277612054,40,15
2019-12-10,2094.8425580925236,361.40777632074514,717.5648241049671,51.66120309989199,40,15
2019-12-11,2388.2029949448074,340.73869791254907,711.0591267800517,247.12695355629856,44,15
2019-12-12,1735.2628247292653,286.2851022173848,675.0457193234533,537.1011204769208,38,15
2019-12-13,2250.421651631354,455.70902271830164,696.7859970588751,-272.27080623992083,32,15
2019-12-16,2605.9056298271826,433.1622476323061,662.8520735912052,-265.81181115677936,32,14
2019-12-17,2871.0422894602466,432.1422190278775,651.2756888954732,-265.8383703027254,32,14
2019-12-18,2592.642120922869,377.6555164020537,644.9993614318181,-185.0506425447064,30,14
2019-12-19,2854.0715519870387,394.8576228291391,705.8210407542391,-265.9976333989504,32,15
2019-12-20,2998.940736457779,395.153839140601,692.4371753654494,-270.71988479238047,30,15
2019-12-23,3580.4456973646024,416.54538989518704,718.2295006499518,-293.5790315262214,37,19
2019-12-24,3481.9555480095287,422.2650332795459,722.6406276889363,-307.62013923189727,37,19
2019-12-26,4496.031107619791,441.5895578131552,681.2671943652945,-318.81240521751556,38,19
2019-12-27,4534.839819923838,507.43819945565474,691.411442612801,-334.3168833491016,38,19
2019-12-30,4357.444633741694,552.4116394101765,695.3861951947613,-346.49033022723535,38,19
2019-12-31,4647.460962955575,587.0802810925336,702.0666837441003,-346.79364100953194,38,19
2020-01-02,5666.554262047472,562.4046124966828,611.3585017320858,-313.05816393463283,37,19
2020-01-03,5373.326965580303,659.8798130317244,639.71859594183,-336.203822953234,37,19
2020-01-06,6002.262495350407,635.4369008199626,586.2882517989941,-333.5305394924947,37,19
2020-01-07,6122.568046275082,616.1154951542583,568.3709793616384,-329.41848633905863,37,19
2020-01-08,6250.002952818824,623.5384035813867,554.8608093784406,-322.14092669977174,37,19
2020-01-09,6902.460129498841,585.1732172536884,514.6959723961784,-303.58276629834916,38,19
2020-01-10,6617.660004002717,584.7642170543986,518.987747731569,-319.72416031906687,38,19
2020-01-13,7292.30872043167,557.0882216968048,469.2487013988983,-314.28157358547344,38,19
2020-01-14,7083.5664383782205,452.42118968421437,468.71112700316104,-194.2547164719742,40,19
2020-01-15,6643.335152901013,449.3052916629341,464.1336036659491,-191.88902181923862,40,19
2020-01-16,6443.242605735543,384.6144853149579,533.4684880196597,-125.04555760501323,43,19
2020-01-17,5816.466126831083,378.3266736154798,518.3247975427859,-95.18587350772107,42,19
2020-01-21,6420.710641774322,209.1164504686326,502.2959640123073,292.1528262761799,48,20
2020-01-22,6393.734747463865,93.33513273165151,507.4257580736413,436.71654976643634,52,19
2020-01-23,5466.822870670547,-300.16358848183603,512.427254639069,1187.4755953774898,57,19
2020-01-24,5976.91294889882,-68.42553185694037,590.2406631668867,873.7316775650496,53,19
