date,gross_notional,net_exposure,open_legs,daily_pnl,daily_trade_flow,cum_pnl
2017-03-08,25198.0,24880.0,24,-9.000000000000501,159.0,-4943.996812820448
2017-03-09,27106.0,25806.0,28,76.99999999999969,1821.0,-4866.996812820448
2017-03-10,27442.0,26100.0,28,294.00000000000114,1542.0,-4572.996812820447
2017-03-13,26023.0,24653.0,26,94.99999999999919,0.0,-4477.996812820448
2017-03-14,25689.0,24339.0,26,-314.0,298.0,-4791.996812820448
2017-03-15,25444.0,24120.0,24,79.00000000000033,0.0,-4712.996812820448
2017-03-16,26230.0,24056.0,28,-362.00000000000114,690.0,-5074.996812820449
2017-03-17,26354.000198364258,23935.999801635742,28,-120.00019836425687,1017.0001983642578,-5194.997011184706
2017-03-20,30892.0,30504.0,30,-490.0000000000004,6041.0,-5684.997011184706
2017-03-21,29473.0,29111.0,30,-1393.0,0.0,-7077.997011184706
2017-03-22,29890.0,29478.0,30,367.0000000000002,613.0,-6710.997011184706
2017-03-23,28708.0,28276.0,28,-588.9999999999995,0.0,-7299.997011184705
2017-03-24,28536.000030517578,27849.999969482422,28,-426.0000305175788,343.00003051757807,-7725.997041702284
2017-03-27,28221.0,28221.0,26,28.000000000000227,0.0,-7697.997041702284
2017-03-28,28384.0,28384.0,26,163.00000000000023,0.0,-7534.997041702284
2017-03-29,29124.0,29124.0,26,740.0000000000001,0.0,-6794.997041702284
2017-03-30,28978.0,28978.0,26,-146.00000000000028,0.0,-6940.997041702284
2017-03-31,29007.0,29007.0,26,28.999999999999723,0.0,-6911.997041702284
2017-04-03,30007.0,30007.0,26,999.9999999999997,0.0,-5911.997041702284
2017-04-04,31149.0,31149.0,26,1142.0000000000014,0.0,-4769.997041702283
2017-04-05,30328.0,30328.0,26,-821.0000000000013,0.0,-5590.997041702284
2017-04-06,29438.0,29438.0,26,-889.999999999999,0.0,-6480.997041702283
2017-04-07,29258.0,29258.0,26,-180.00000000000017,0.0,-6660.997041702283
2017-04-10,31448.0,29088.0,28,1009.9999999999991,1180.0,-5650.997041702284
2017-04-11,30830.0,28410.0,28,-677.9999999999989,0.0,-6328.997041702283
2017-04-12,32542.0,28496.0,36,-1118.0000000000002,2840.0,-7446.997041702283
2017-04-13,31363.0,27153.0,36,-1343.0,1527.0,-8789.997041702283
2017-04-17,30749.0,26601.0,34,974.9999999999998,1385.0,-7814.997041702283
2017-04-18,28195.0,25771.0,32,555.0000000000005,0.0,-7259.997041702283
2017-04-19,30432.0,26530.0,36,-507.0000000000007,2414.0,-7766.997041702284
2017-04-20,38007.0,20721.0,48,492.0000000000008,8051.0,-7274.997041702283
2017-04-21,37946.000175476074,19931.999824523926,48,-789.0001754760742,466.0001754760742,-8063.9972171783575
2017-04-24,39380.0,21754.0,48,1148.0,472.0,-6915.9972171783575
2017-04-25,43905.0,23537.0,52,1018.9999999999998,2849.0,-5896.9972171783575
2017-04-26,44496.0,19830.0,52,-579.0,16988.0,-6475.9972171783575
2017-04-27,29645.0,4799.0,44,-77.99999999999986,0.0,-6553.9972171783575
2017-04-28,30640.004821777344,4089.995178222656,44,-709.0048217773447,11079.004821777344,-7263.002038955702
2017-05-01,31304.0,25828.0,34,1089.0,12892.0,-6174.002038955702
2017-05-02,29253.0,21849.0,34,-406.9999999999992,5034.0,-6581.002038955701
2017-05-03,23993.0,17745.0,32,9.999999999999545,0.0,-6571.002038955701
2017-05-04,23647.0,17949.0,32,203.9999999999999,0.0,-6367.002038955701
2017-05-05,22522.9997215271,18979.0002784729,32,1030.000278472901,841.9997215270996,-5337.0017604828
2017-05-08,22471.0,20681.0,26,859.9999999999995,1382.0,-4477.001760482801
2017-05-09,21727.0,19717.0,24,417.9999999999998,0.0,-4059.001760482801
2017-05-10,28343.0,24675.0,28,-330.0000000000007,5612.0,-4389.001760482802
2017-05-11,29083.0,22569.0,32,-1275.9999999999984,830.0,-5665.0017604828
2017-05-12,30668.999557495117,24045.000442504883,32,1476.0004425048826,2288.9995574951167,-4189.001317977917
2017-05-15,28252.0,26060.0,30,-274.0000000000002,0.0,-4463.001317977917
2017-05-16,28828.0,26474.0,30,413.9999999999999,197.0,-4049.001317977917
2017-05-17,26248.0,24174.0,28,-2102.999999999999,0.0,-6152.001317977916
2017-05-18,26993.0,25833.0,28,1658.9999999999995,0.0,-4493.001317977916
