n_entry,m_exit,n_trades,cum_pnl,avg_pnl,win_rate,avg_ret,med_ret
14,2,448,152963.51964187622,341.43642777204514,46.875,18.01545021971295,-5.623081646824637
14,3,447,138461.51903152463,309.75731326963006,47.20357941834452,17.18595181919887,-7.432473672402836
14,4,451,122355.5135231018,271.2982561487845,45.67627494456763,16.485971442563738,-8.618682897358303
14,5,452,129628.51352310178,286.7887467325261,46.017699115044245,16.07779520380295,-5.43285224851498
14,6,452,134846.5135231018,298.33299452013677,45.35398230088495,14.560487799829666,-8.507862107147275
14,7,451,155961.51359939575,345.8126687348021,45.45454545454545,15.448976347856481,-7.349073354966413
14,8,452,136120.5135231018,301.1515785909332,46.68141592920354,13.357252195765291,-6.169397175900324
14,9,452,120277.5135231018,266.10069363518096,46.902654867256636,12.420114039774253,-6.487022384356424
14,10,452,117675.51352310182,260.3440564670394,45.79646017699115,11.20870221257748,-7.488122489773257
14,11,452,117181.5135231018,259.2511361130571,45.57522123893805,12.272689343680664,-5.950903471194872
14,12,452,138138.5135231018,305.6161803608447,47.34513274336283,14.326247680513793,-5.038142894652983
14,13,452,120400.5135231018,266.3728175289863,47.78761061946903,13.985793677015605,-3.5386054488779344
14,14,452,111757.51352310184,247.25113611305716,47.56637168141593,13.654928606651442,-4.459593218269712
14,15,452,114623.5135231018,253.59184407765886,45.57522123893805,12.370582216174293,-7.561540664678845
15,1,443,103863.52443313596,234.45490842694346,48.081264108352144,16.583563612157764,-6.031227111816433
15,2,444,96852.52443313596,218.13631629084676,46.846846846846844,17.061531567615027,-4.621827660802205
15,3,443,96105.5238227844,216.9424916992876,47.17832957110609,16.445815651527848,-6.164425366545377
15,4,447,82805.51831436157,185.24724455114446,46.5324384787472,15.40438503050637,-7.280019531250001
15,5,448,82405.51831436153,183.94088909455698,46.875,14.80502574812769,-5.553127731320804
15,6,448,89774.51831436156,200.38954980884276,45.982142857142854,13.48577146077867,-8.210746202722309
15,7,447,112689.51839065552,252.10183085157834,47.20357941834452,14.409186239632524,-6.132084108748526
15,8,448,86936.51831436156,194.05472838027134,47.098214285714285,12.383809406998784,-5.860843294424392
15,9,448,86525.51831436154,193.1373176659856,47.098214285714285,11.931217674544902,-4.921368836949691
15,10,448,85316.51831436157,190.43865695169993,47.098214285714285,10.527737828695475,-4.597787722390474
15,11,448,81287.51831436157,181.44535338027137,46.205357142857146,11.388059772622045,-6.0637633051916175
15,12,448,106903.51831436156,238.62392480884276,49.107142857142854,13.603295335452996,-0.601361734181775
15,13,448,104862.51831436154,234.06812123741415,49.330357142857146,13.768543671150255,-0.8748213013269233
15,14,448,103378.51831436159,230.75562123741426,47.99107142857143,13.532139927988451,-2.1114961872791254
15,15,448,109099.51831436156,243.52571052312848,46.42857142857143,12.478584512700788,-5.968361214810583
