trades,win_rate_pct,avg_pnl,median_pnl,avg_return_pct,profit_factor,cum_pnl,max_drawdown,sharpe,best_trade,worst_trade
818,46.6,301.48,-57.0,15.8,1.53,246612.02,-234854.99,0.22,65614.5,-32661.49
