ticker,earn_dt,short_entry_dt,long_entry_dt,short_exit_dt,long_exit_dt,sc_entry,sp_entry,lc_entry,lp_entry,sc_exit,sp_exit,lc_exit,lp_exit,short_credit,short_debit,short_pnl,long_debit,long_credit,long_pnl,net_premium,total_pnl,return_pct
ACM,2023-11-13,2023-11-06,2023-11-06,2023-11-17,2024-01-31,1.25,2.15,4.5,4.7,6.980003356933594,0.0,7.3,0.15,340.0,698.0003356933594,-358.0003356933594,919.9999999999999,745.0,-174.9999999999999,579.9999999999999,-533.0003356933593,-91.89660960230334
ADBE,2016-03-17,2016-03-10,2016-03-10,2016-03-18,2016-06-20,2.54,2.68,6.35,6.45,8.419998168945312,0.0,13.15,0.34,522.0000000000001,841.9998168945312,-319.99981689453114,1280.0,1349.0,69.0,757.9999999999999,-250.99981689453114,-33.11343230798564
ADBE,2016-12-15,2016-12-08,2017-01-23,2016-12-16,2017-03-10,1.82,3.3,7.85,1.66,0.0,1.4499969482421875,15.4,0.02,512.0,144.99969482421875,367.00030517578125,951.0,1542.0,591.0,439.0,958.0003051757812,218.22330414026908
ADBE,2017-03-16,2017-03-09,2017-03-09,2017-03-17,2017-06-19,2.37,2.49,6.85,6.5,7.010002136230469,0.0,19.7,0.25,486.00000000000006,701.0002136230469,-215.00021362304682,1335.0,1995.0,660.0,849.0,444.9997863769532,52.4145802564138
ADBE,2017-06-20,2017-06-13,2017-06-13,2017-06-23,2017-09-18,3.3,4.05,8.15,8.35,5.410003662109375,0.0,15.55,0.47,735.0,541.0003662109375,193.9996337890625,1650.0,1602.0,-48.0,915.0,145.9996337890625,15.956244129952186
ADBE,2017-09-19,2017-09-12,2017-09-12,2017-09-22,2017-12-13,4.3,2.85,9.1,7.2,0.0,6.5,21.6,0.06,715.0,650.0,65.0,1630.0,2166.0,536.0,915.0,601.0,65.68306010928961
ADBE,2017-12-14,2017-12-07,2018-01-22,2017-12-15,2018-03-14,4.45,4.8,25.45,1.73,2.5099945068359375,0.0,41.85,0.02,925.0,250.99945068359375,674.0005493164062,2718.0,4187.0,1469.0,1793.0,2143.0005493164062,119.52038758039076
ADBE,2018-03-15,2018-03-08,2018-04-23,2018-03-16,2018-06-13,3.6,7.05,14.25,8.0,5.5500030517578125,0.0,35.6,0.06,1065.0,555.0003051757812,509.99969482421875,2225.0,3566.0000000000005,1341.0000000000005,1160.0,1850.9996948242192,159.5689392089844
ADBE,2018-06-14,2018-06-07,2018-06-07,2018-06-15,2018-09-12,5.2,7.35,14.9,15.65,1.82000732421875,0.0,19.1,1.27,1255.0,182.000732421875,1072.999267578125,3055.0,2037.0,-1018.0,1800.0,54.999267578125,3.055514865451389
ADBE,2018-09-13,2018-09-06,2018-09-06,2018-09-14,2018-12-12,6.25,6.4,17.25,15.35,14.69000244140625,0.0,2.02,14.6,1265.0,1469.000244140625,-204.000244140625,3260.0,1662.0,-1598.0,1995.0,-1802.000244140625,-90.32582677396617
ADBE,2018-12-13,2018-12-06,2018-12-26,2018-12-14,2019-03-13,7.55,6.85,8.1,34.2,0.0,20.0,14.95,1.2,1439.9999999999998,2000.0,-560.0000000000002,4230.0,1614.9999999999998,-2615.0,2790.0,-3175.0,-113.79928315412187
ADBE,2019-03-14,2019-03-07,2019-03-07,2019-03-15,2019-06-17,4.85,9.25,15.7,18.55,0.0,2.910003662109375,17.2,1.58,1410.0,291.0003662109375,1118.9996337890625,3425.0,1878.0,-1547.0,2015.0,-428.0003662109375,-21.24071296332196
ADBE,2019-06-18,2019-06-11,2019-06-11,2019-06-21,2019-09-16,5.6,9.45,16.6,18.75,19.329986572265625,0.0,8.55,5.4,1505.0,1932.9986572265625,-427.9986572265625,3535.0,1395.0,-2140.0,2030.0,-2567.9986572265625,-126.50239690771244
ADBE,2019-09-17,2019-09-10,2019-10-21,2019-09-20,2019-12-11,6.0,9.6,6.85,19.3,0.0,2.089996337890625,22.05,0.7,1560.0,208.9996337890625,1351.0003662109375,2615.0,2275.0,-340.0,1055.0,1011.0003662109375,95.82941859819313
ADBE,2019-12-12,2019-12-05,2019-12-19,2019-12-13,2020-03-11,7.75,4.65,37.2,5.9,17.94000244140625,0.0,24.8,8.9,1240.0,1794.000244140625,-554.000244140625,4310.0,3370.0000000000005,-939.9999999999995,3070.0,-1494.0002441406245,-48.664503066469855
ADBE,2020-03-12,2020-03-05,2020-03-05,2020-03-13,2020-06-10,14.05,13.3,33.4,31.8,0.0,14.5,56.7,0.45,2735.0,1450.0,1285.0,6520.0,5715.000000000001,-804.9999999999991,3785.0,480.0000000000009,12.681638044914159
ADBE,2020-06-11,2020-06-04,2020-07-16,2020-06-12,2020-09-14,5.65,9.15,50.7,14.05,16.540008544921875,0.0,95.55,0.3,1480.0,1654.0008544921875,-174.0008544921875,6475.0,9585.0,3110.0,4995.0,2935.9991455078125,58.77876167182807
ADBE,2020-09-15,2020-09-08,2020-09-08,2020-09-18,2020-12-09,20.95,17.65,58.6,56.3,7.54998779296875,0.0,28.25,4.35,3859.9999999999995,754.998779296875,3105.0012207031245,11490.0,3260.0,-8230.0,7630.0,-5124.998779296875,-67.16905346391711
ADBE,2020-12-10,2020-12-03,2020-12-03,2020-12-11,2021-03-22,16.0,11.5,43.7,37.8,0.0,4.089996337890625,5.65,31.3,2750.0,408.9996337890625,2341.0003662109375,8150.0,3695.0000000000005,-4455.0,5400.0,-2113.9996337890625,-39.148141366464124
ADBE,2021-03-23,2021-03-16,2021-03-16,2021-03-26,2021-06-16,12.5,10.3,31.6,30.6,19.089996337890625,0.0,90.3,0.05,2280.0,1908.9996337890625,371.0003662109375,6220.0,9035.0,2815.0,3940.0,3186.0003662109375,80.86295345713039
ADBE,2021-06-17,2021-06-10,2021-06-10,2021-06-18,2021-09-20,17.75,7.15,42.4,29.95,40.59002685546875,0.0,114.6,3.0,2490.0,4059.002685546875,-1569.002685546875,7234.999999999999,11760.0,4525.000000000001,4744.999999999999,2955.997314453126,62.297098302489495
ADBE,2021-09-21,2021-09-14,2021-09-14,2021-09-24,2021-12-15,9.5,15.95,37.05,41.65,0.0,27.28997802734375,11.7,27.5,2545.0,2728.997802734375,-183.997802734375,7869.999999999999,3920.0000000000005,-3949.9999999999986,5324.999999999999,-4133.997802734373,-77.63376155369717
ADBE,2022-03-22,2022-03-15,2022-03-15,2022-03-25,2022-06-15,17.3,15.65,39.85,37.1,11.6199951171875,0.0,1.55,42.65,3295.0000000000005,1161.99951171875,2133.0004882812505,7695.0,4420.0,-3275.0,4400.0,-1141.9995117187495,-25.954534357244306
ADBE,2022-06-16,2022-06-09,2022-06-09,2022-06-17,2022-09-14,14.6,17.6,37.05,38.75,0.0,69.20999145507812,0.33,58.1,3220.0000000000005,6920.9991455078125,-3700.999145507812,7580.0,5843.0,-1737.0,4360.0,-5437.9991455078125,-124.72475104375718
ADBE,2022-09-15,2022-09-08,2022-09-08,2022-09-16,2022-12-14,15.05,11.55,37.15,30.4,0.0,80.5,0.81,38.65,2660.0,8050.0,-5390.0,6755.0,3946.0,-2809.0,4095.0,-8199.0,-200.2197802197802
ADBE,2022-12-15,2022-12-08,2022-12-08,2022-12-16,2023-03-14,15.75,13.0,32.8,26.3,8.540008544921875,0.0,11.65,8.05,2875.0,854.0008544921875,2020.9991455078125,5909.999999999999,1970.0000000000002,-3939.999999999999,3034.999999999999,-1919.0008544921866,-63.22902321226317
ADBE,2023-03-15,2023-03-08,2023-03-08,2023-03-17,2023-06-14,9.45,13.15,26.4,25.8,8.1400146484375,0.0,127.95,0.05,2260.0,814.00146484375,1445.99853515625,5220.0,12800.0,7580.0,2960.0,9025.99853515625,304.9323829444679
ADBE,2023-06-15,2023-06-08,2023-06-08,2023-06-16,2023-09-11,14.75,15.2,33.4,28.5,55.17999267578125,0.0,122.75,0.01,2995.0,5517.999267578125,-2522.999267578125,6190.0,12276.0,6086.0,3195.0,3563.000732421875,111.5180197941119
ADBE,2023-09-14,2023-09-07,2023-09-07,2023-09-15,2023-12-12,23.45,12.4,50.6,32.0,0.0,21.1099853515625,82.7,0.32,3585.0,2110.99853515625,1474.00146484375,8260.0,8302.0,42.0,4675.0,1516.00146484375,32.42783882018717
ADBE,2023-12-13,2023-12-06,2023-12-06,2023-12-15,2024-03-13,18.1,21.15,43.75,39.1,0.0,15.32000732421875,12.0,37.95,3925.0,1532.000732421875,2392.999267578125,8285.0,4995.0,-3290.0,4360.0,-897.000732421875,-20.5734112940797
ADBE,2024-03-14,2024-03-07,2024-03-07,2024-03-15,2024-06-12,26.45,19.95,52.8,38.95,0.0,57.540008544921875,0.85,88.2,4640.0,5754.0008544921875,-1114.0008544921875,9175.0,8905.0,-270.0,4535.0,-1384.0008544921875,-30.518210683399943
