ticker,earn_dt,next_earn,entry_dt,short_exp,long_exp,spot,strike,short_call,short_put,long_call,long_put
ABNB,2021-05-14,2021-08-12,2021-05-07,2021-05-21,2021-08-20,151.2100067138672,150.0,ABNB  210521C00150000,ABNB  210521P00150000,ABNB  210820C00150000,ABNB  210820P00150000
ABNB,2021-08-12,2021-11-04,2021-08-05,2021-08-13,2021-11-19,150.32000732421875,150.0,ABNB  210813C00150000,ABNB  210813P00150000,ABNB  211119C00150000,ABNB  211119P00150000
ABNB,2021-11-04,2022-02-15,2021-10-28,2021-11-05,2022-02-18,171.6999969482422,170.0,ABNB  211105C00170000,ABNB  211105P00170000,ABNB  220218C00170000,ABNB  220218P00170000
ABNB,2022-02-15,2022-05-03,2022-02-08,2022-02-18,2022-05-20,162.25999450683594,160.0,ABNB  220218C00160000,ABNB  220218P00160000,ABNB  220520C00160000,ABNB  220520P00160000
ABNB,2022-05-03,2022-08-02,2022-04-26,2022-05-06,2022-08-19,153.0399932861328,155.0,ABNB  220506C00155000,ABNB  220506P00155000,ABNB  220819C00155000,ABNB  220819P00155000
ABNB,2022-08-02,2022-11-01,2022-07-26,2022-08-05,2022-11-18,101.91000366210938,100.0,ABNB  220805C00100000,ABNB  220805P00100000,ABNB  221118C00100000,ABNB  221118P00100000
ABNB,2022-11-01,2023-02-14,2022-10-25,2022-11-04,2023-02-17,118.44999694824219,120.0,ABNB  221104C00120000,ABNB  221104P00120000,ABNB  230217C00120000,ABNB  230217P00120000
ABNB,2023-02-14,2023-05-09,2023-02-07,2023-02-17,2023-05-19,119.69000244140625,120.0,ABNB  230217C00120000,ABNB  230217P00120000,ABNB  230519C00120000,ABNB  230519P00120000
ABNB,2023-05-09,2023-08-03,2023-05-02,2023-05-12,2023-08-18,120.58000183105469,120.0,ABNB  230512C00120000,ABNB  230512P00120000,ABNB  230818C00120000,ABNB  230818P00120000
ABNB,2023-08-03,2023-11-01,2023-07-27,2023-08-04,2023-11-17,148.5,150.0,ABNB  230804C00150000,ABNB  230804P00150000,ABNB  231117C00150000,ABNB  231117P00150000
ABNB,2023-11-01,2024-02-13,2023-10-25,2023-11-03,2024-02-16,118.5,120.0,ABNB  231103C00120000,ABNB  231103P00120000,ABNB  240216C00120000,ABNB  240216P00120000
ABNB,2024-02-13,2024-05-08,2024-02-06,2024-02-16,2024-05-17,144.52999877929688,145.0,ABNB  240216C00145000,ABNB  240216P00145000,ABNB  240517C00145000,ABNB  240517P00145000
ABNB,2024-05-08,2024-08-06,2024-05-01,2024-05-10,2024-08-16,156.16000366210938,155.0,ABNB  240510C00155000,ABNB  240510P00155000,ABNB  240816C00155000,ABNB  240816P00155000
ABNB,2024-08-06,2024-11-07,2024-07-30,2024-08-09,2024-11-15,138.99000549316406,140.0,ABNB  240809C00140000,ABNB  240809P00140000,ABNB  241115C00140000,ABNB  241115P00140000
ABNB,2024-11-07,2025-02-13,2024-10-31,2024-11-08,2025-02-21,134.7899932861328,135.0,ABNB  241108C00135000,ABNB  241108P00135000,ABNB  250221C00135000,ABNB  250221P00135000
ABNB,2025-02-13,2025-05-01,2025-02-06,2025-02-14,2025-05-16,132.57000732421875,135.0,ABNB  250214C00135000,ABNB  250214P00135000,ABNB  250516C00135000,ABNB  250516P00135000
ABNB,2025-05-01,2025-08-06,2025-04-24,2025-05-02,2025-08-15,121.70999908447266,120.0,ABNB  250502C00120000,ABNB  250502P00120000,ABNB  250815C00120000,ABNB  250815P00120000
ABNB,2025-08-06,2025-11-06,2025-07-30,2025-08-08,2025-11-21,134.75,135.0,ABNB  250808C00135000,ABNB  250808P00135000,ABNB  251121C00135000,ABNB  251121P00135000
ABNB,2025-11-06,2026-02-12,2025-10-30,2025-11-07,2026-02-20,126.33999633789062,125.0,ABNB  251107C00125000,ABNB  251107P00125000,ABNB  260220C00125000,ABNB  260220P00125000
ABNB,2026-02-12,2026-08-05,2026-02-05,2026-02-13,2026-08-21,121.2699966430664,120.0,ABNB  260213C00120000,ABNB  260213P00120000,ABNB  260821C00120000,ABNB  260821P00120000
ACM,2016-02-09,2016-05-10,2016-02-02,2016-02-12,2016-05-20,25.81999969482422,25.0,ACM   160212C00025000,ACM   160212P00025000,ACM   160520C00025000,ACM   160520P00025000
ACM,2016-05-10,2016-08-09,2016-05-03,2016-05-13,2016-08-19,32.36000061035156,32.5,ACM   160513C00032500,ACM   160513P00032500,ACM   160819C00032500,ACM   160819P00032500
ACM,2016-08-09,2016-11-14,2016-08-02,2016-08-12,2016-11-18,34.779998779296875,35.0,ACM   160812C00035000,ACM   160812P00035000,ACM   161118C00035000,ACM   161118P00035000
ACM,2016-11-14,2017-02-07,2016-11-07,2016-11-18,2017-02-17,27.450000762939453,27.5,ACM   161118C00027500,ACM   161118P00027500,ACM   170217C00027500,ACM   170217P00027500
ACM,2017-02-07,2017-05-09,2017-01-31,2017-02-10,2017-05-19,36.93000030517578,37.5,ACM   170210C00037500,ACM   170210P00037500,ACM   170519C00037500,ACM   170519P00037500
ACM,2017-05-09,2017-08-08,2017-05-02,2017-05-12,2017-08-18,34.189998626708984,35.0,ACM   170512C00035000,ACM   170512P00035000,ACM   170818C00035000,ACM   170818P00035000
ACM,2017-08-08,2017-11-13,2017-08-01,2017-08-11,2017-11-17,31.899999618530273,32.5,ACM   170811C00032500,ACM   170811P00032500,ACM   171117C00032500,ACM   171117P00032500
ACM,2017-11-13,2018-02-06,2017-11-06,2017-11-17,2018-02-16,36.119998931884766,35.0,ACM   171117C00035000,ACM   171117P00035000,ACM   180216C00035000,ACM   180216P00035000
ACM,2018-02-06,2018-05-08,2018-01-30,2018-02-09,2018-05-18,39.04999923706055,40.0,ACM   180209C00040000,ACM   180209P00040000,ACM   180518C00040000,ACM   180518P00040000
ACM,2018-05-08,2018-08-07,2018-05-01,2018-05-11,2018-08-17,34.470001220703125,35.0,ACM   180511C00035000,ACM   180511P00035000,ACM   180817C00035000,ACM   180817P00035000
ACM,2018-08-07,2018-11-12,2018-07-31,2018-08-10,2018-11-16,33.560001373291016,32.5,ACM   180810C00032500,ACM   180810P00032500,ACM   181116C00032500,ACM   181116P00032500
ACM,2018-11-12,2019-02-05,2018-11-05,2018-11-16,2019-02-15,32.0,32.5,ACM   181116C00032500,ACM   181116P00032500,ACM   190215C00032500,ACM   190215P00032500
ACM,2019-02-05,2019-05-08,2019-01-29,2019-02-08,2019-05-17,30.1200008392334,30.0,ACM   190208C00030000,ACM   190208P00030000,ACM   190517C00030000,ACM   190517P00030000
ACM,2019-05-08,2019-08-06,2019-05-01,2019-05-10,2019-08-16,33.470001220703125,32.5,ACM   190510C00032500,ACM   190510P00032500,ACM   190816C00032500,ACM   190816P00032500
ACM,2019-08-06,2019-11-12,2019-07-30,2019-08-09,2019-11-15,36.7599983215332,37.5,ACM   190809C00037500,ACM   190809P00037500,ACM   191115C00037500,ACM   191115P00037500
ACM,2019-11-12,2020-02-03,2019-11-05,2019-11-15,2020-02-21,42.209999084472656,42.5,ACM   191115C00042500,ACM   191115P00042500,ACM   200221C00042500,ACM   200221P00042500
ACM,2020-02-03,2020-05-05,2020-01-27,2020-02-07,2020-05-15,48.81999969482422,50.0,ACM   200207C00050000,ACM   200207P00050000,ACM   200515C00050000,ACM   200515P00050000
ACM,2020-05-05,2020-08-04,2020-04-28,2020-05-08,2020-08-21,35.900001525878906,35.0,ACM   200508C00035000,ACM   200508P00035000,ACM   200821C00035000,ACM   200821P00035000
ACM,2020-08-04,2020-11-16,2020-07-28,2020-08-07,2020-11-20,36.349998474121094,37.5,ACM   200807C00037500,ACM   200807P00037500,ACM   201120C00037500,ACM   201120P00037500
ACM,2020-11-16,2021-02-08,2020-11-09,2020-11-20,2021-02-19,47.34000015258789,47.5,ACM   201120C00047500,ACM   201120P00047500,ACM   210219C00047500,ACM   210219P00047500
ACM,2021-02-08,2021-05-10,2021-02-01,2021-02-12,2021-05-21,52.08000183105469,50.0,ACM   210212C00050000,ACM   210212P00050000,ACM   210521C00050000,ACM   210521P00050000
ACM,2021-05-10,2021-08-09,2021-05-03,2021-05-14,2021-08-20,67.08000183105469,65.0,ACM   210514C00065000,ACM   210514P00065000,ACM   210820C00065000,ACM   210820P00065000
ACM,2021-08-09,2021-11-15,2021-08-02,2021-08-13,2021-11-19,62.06999969482422,60.0,ACM   210813C00060000,ACM   210813P00060000,ACM   211119C00060000,ACM   211119P00060000
ACM,2021-11-15,2022-02-07,2021-11-08,2021-11-19,2022-02-18,70.9800033569336,70.0,ACM   211119C00070000,ACM   211119P00070000,ACM   220218C00070000,ACM   220218P00070000
ACM,2022-02-07,2022-05-09,2022-01-31,2022-02-11,2022-05-20,69.12999725341797,70.0,ACM   220211C00070000,ACM   220211P00070000,ACM   220520C00070000,ACM   220520P00070000
ACM,2022-05-09,2022-08-08,2022-05-02,2022-05-13,2022-08-19,70.4000015258789,70.0,ACM   220513C00070000,ACM   220513P00070000,ACM   220819C00070000,ACM   220819P00070000
ACM,2022-08-08,2022-11-14,2022-08-01,2022-08-12,2022-11-18,71.7699966430664,70.0,ACM   220812C00070000,ACM   220812P00070000,ACM   221118C00070000,ACM   221118P00070000
ACM,2022-11-14,2023-02-06,2022-11-07,2022-11-18,2023-02-17,76.62999725341797,75.0,ACM   221118C00075000,ACM   221118P00075000,ACM   230217C00075000,ACM   230217P00075000
ACM,2023-02-06,2023-05-08,2023-01-30,2023-02-10,2023-05-19,85.63999938964844,85.0,ACM   230210C00085000,ACM   230210P00085000,ACM   230519C00085000,ACM   230519P00085000
ACM,2023-05-08,2023-08-07,2023-05-01,2023-05-12,2023-08-18,83.61000061035156,85.0,ACM   230512C00085000,ACM   230512P00085000,ACM   230818C00085000,ACM   230818P00085000
ACM,2023-08-07,2023-11-13,2023-07-31,2023-08-11,2023-11-17,87.0,85.0,ACM   230811C00085000,ACM   230811P00085000,ACM   231117C00085000,ACM   231117P00085000
ACM,2023-11-13,2024-02-05,2023-11-06,2023-11-17,2024-02-16,78.9000015258789,80.0,ACM   231117C00080000,ACM   231117P00080000,ACM   240216C00080000,ACM   240216P00080000
ACM,2024-02-05,2024-05-06,2024-01-29,2024-02-09,2024-05-17,89.62000274658203,90.0,ACM   240209C00090000,ACM   240209P00090000,ACM   240517C00090000,ACM   240517P00090000
ACM,2024-05-06,2024-08-05,2024-04-29,2024-05-10,2024-08-16,93.9800033569336,95.0,ACM   240510C00095000,ACM   240510P00095000,ACM   240816C00095000,ACM   240816P00095000
ACM,2024-08-05,2024-11-18,2024-07-29,2024-08-09,2024-12-20,89.98999786376953,90.0,ACM   240809C00090000,ACM   240809P00090000,ACM   241220C00090000,ACM   241220P00090000
ACM,2024-11-18,2025-02-03,2024-11-11,2024-11-22,2025-02-21,111.58000183105469,110.0,ACM   241122C00110000,ACM   241122P00110000,ACM   250221C00110000,ACM   250221P00110000
ACM,2025-02-03,2025-05-05,2025-01-27,2025-02-07,2025-05-16,106.69000244140625,105.0,ACM   250207C00105000,ACM   250207P00105000,ACM   250516C00105000,ACM   250516P00105000
ACM,2025-05-05,2025-08-04,2025-04-28,2025-05-09,2025-08-15,97.44000244140625,95.0,ACM   250509C00095000,ACM   250509P00095000,ACM   250815C00095000,ACM   250815P00095000
ACM,2025-08-04,2025-11-18,2025-07-28,2025-08-08,2025-11-21,113.83999633789062,115.0,ACM   250808C00115000,ACM   250808P00115000,ACM   251121C00115000,ACM   251121P00115000
ACM,2025-11-18,2026-02-09,2025-11-11,2025-11-21,2026-02-20,131.72999572753906,130.0,ACM   251121C00130000,ACM   251121P00130000,ACM   260220C00130000,ACM   260220P00130000
ACM,2026-02-09,2026-08-03,2026-02-02,2026-02-13,2026-08-21,96.80999755859375,95.0,ACM   260213C00095000,ACM   260213P00095000,ACM   260821C00095000,ACM   260821P00095000
ADBE,2016-03-17,2016-06-21,2016-03-10,2016-03-18,2016-07-15,84.8499984741211,85.0,ADBE  160318C00085000,ADBE  160318P00085000,ADBE  160715C00085000,ADBE  160715P00085000
ADBE,2016-06-21,2016-09-20,2016-06-14,2016-06-24,2016-10-21,96.9800033569336,95.0,ADBE  160624C00095000,ADBE  160624P00095000,ADBE  161021C00095000,ADBE  161021P00095000
ADBE,2016-09-20,2016-12-15,2016-09-13,2016-09-23,2016-12-16,98.7699966430664,100.0,ADBE  160923C00100000,ADBE  160923P00100000,ADBE  161216C00100000,ADBE  161216P00100000
ADBE,2016-12-15,2017-03-16,2016-12-08,2016-12-16,2017-03-17,103.5,105.0,ADBE  161216C00105000,ADBE  161216P00105000,ADBE  170317C00105000,ADBE  170317P00105000
ADBE,2017-03-16,2017-06-20,2017-03-09,2017-03-17,2017-07-21,119.91000366210938,120.0,ADBE  170317C00120000,ADBE  170317P00120000,ADBE  170721C00120000,ADBE  170721P00120000
ADBE,2017-06-20,2017-09-19,2017-06-13,2017-06-23,2017-10-20,139.08999633789062,140.0,ADBE  170623C00140000,ADBE  170623P00140000,ADBE  171020C00140000,ADBE  171020P00140000
ADBE,2017-09-19,2017-12-14,2017-09-12,2017-09-22,2017-12-15,156.30999755859375,155.0,ADBE  170922C00155000,ADBE  170922P00155000,ADBE  171215C00155000,ADBE  171215P00155000
ADBE,2017-12-14,2018-03-15,2017-12-07,2017-12-15,2018-03-16,174.61000061035156,175.0,ADBE  171215C00175000,ADBE  171215P00175000,ADBE  180316C00175000,ADBE  180316P00175000
ADBE,2018-03-15,2018-06-14,2018-03-08,2018-03-16,2018-06-15,216.39999389648438,220.0,ADBE  180316C00220000,ADBE  180316P00220000,ADBE  180615C00220000,ADBE  180615P00220000
ADBE,2018-06-14,2018-09-13,2018-06-07,2018-06-15,2018-09-21,247.50999450683594,250.0,ADBE  180615C00250000,ADBE  180615P00250000,ADBE  180921C00250000,ADBE  180921P00250000
ADBE,2018-09-13,2018-12-13,2018-09-06,2018-09-14,2018-12-21,259.75,260.0,ADBE  180914C00260000,ADBE  180914P00260000,ADBE  181221C00260000,ADBE  181221P00260000
ADBE,2018-12-13,2019-03-14,2018-12-06,2018-12-14,2019-03-15,250.6300048828125,250.0,ADBE  181214C00250000,ADBE  181214P00250000,ADBE  190315C00250000,ADBE  190315P00250000
ADBE,2019-03-14,2019-06-18,2019-03-07,2019-03-15,2019-06-21,255.4600067138672,260.0,ADBE  190315C00260000,ADBE  190315P00260000,ADBE  190621C00260000,ADBE  190621P00260000
ADBE,2019-06-18,2019-09-17,2019-06-11,2019-06-21,2019-09-20,275.989990234375,280.0,ADBE  190621C00280000,ADBE  190621P00280000,ADBE  190920C00280000,ADBE  190920P00280000
ADBE,2019-09-17,2019-12-12,2019-09-10,2019-09-20,2019-12-20,276.1400146484375,280.0,ADBE  190920C00280000,ADBE  190920P00280000,ADBE  191220C00280000,ADBE  191220P00280000
ADBE,2019-12-12,2020-03-12,2019-12-05,2019-12-13,2020-03-20,303.0299987792969,300.0,ADBE  191213C00300000,ADBE  191213P00300000,ADBE  200320C00300000,ADBE  200320P00300000
ADBE,2020-03-12,2020-06-11,2020-03-05,2020-03-13,2020-06-19,351.0299987792969,350.0,ADBE  200313C00350000,ADBE  200313P00350000,ADBE  200619C00350000,ADBE  200619P00350000
ADBE,2020-06-11,2020-09-15,2020-06-04,2020-06-12,2020-09-18,385.79998779296875,390.0,ADBE  200612C00390000,ADBE  200612P00390000,ADBE  200918C00390000,ADBE  200918P00390000
ADBE,2020-09-15,2020-12-10,2020-09-08,2020-09-18,2020-12-18,462.1300048828125,460.0,ADBE  200918C00460000,ADBE  200918P00460000,ADBE  201218C00460000,ADBE  201218P00460000
ADBE,2020-12-10,2021-03-23,2020-12-03,2020-12-11,2021-04-16,484.2799987792969,480.0,ADBE  201211C00480000,ADBE  201211P00480000,ADBE  210416C00480000,ADBE  210416P00480000
ADBE,2021-03-23,2021-06-17,2021-03-16,2021-03-26,2021-06-18,450.5400085449219,450.0,ADBE  210326C00450000,ADBE  210326P00450000,ADBE  210618C00450000,ADBE  210618P00450000
ADBE,2021-06-17,2021-09-21,2021-06-10,2021-06-18,2021-10-15,535.52001953125,525.0,ADBE  210618C00525000,ADBE  210618P00525000,ADBE  211015C00525000,ADBE  211015P00525000
ADBE,2021-09-21,2021-12-16,2021-09-14,2021-09-24,2021-12-17,645.010009765625,650.0,ADBE  210924C00650000,ADBE  210924P00650000,ADBE  211217C00650000,ADBE  211217P00650000
ADBE,2021-12-16,2022-03-22,2021-12-09,2021-12-17,2022-04-15,632.5700073242188,625.0,ADBE  211217C00625000,ADBE  211217P00625000,ADBE  220415C00625000,ADBE  220415P00625000
ADBE,2022-03-22,2022-06-16,2022-03-15,2022-03-25,2022-06-17,421.6600036621094,420.0,ADBE  220325C00420000,ADBE  220325P00420000,ADBE  220617C00420000,ADBE  220617P00420000
ADBE,2022-06-16,2022-09-15,2022-06-09,2022-06-17,2022-09-16,426.4200134277344,430.0,ADBE  220617C00430000,ADBE  220617P00430000,ADBE  220916C00430000,ADBE  220916P00430000
ADBE,2022-09-15,2022-12-15,2022-09-08,2022-09-16,2022-12-16,383.6300048828125,380.0,ADBE  220916C00380000,ADBE  220916P00380000,ADBE  221216C00380000,ADBE  221216P00380000
ADBE,2022-12-15,2023-03-15,2022-12-08,2022-12-16,2023-03-17,332.5799865722656,330.0,ADBE  221216C00330000,ADBE  221216P00330000,ADBE  230317C00330000,ADBE  230317P00330000
ADBE,2023-03-15,2023-06-15,2023-03-08,2023-03-17,2023-06-16,345.8399963378906,350.0,ADBE  230317C00350000,ADBE  230317P00350000,ADBE  230616C00350000,ADBE  230616P00350000
ADBE,2023-06-15,2023-09-14,2023-06-08,2023-06-16,2023-09-15,439.0299987792969,440.0,ADBE  230616C00440000,ADBE  230616P00440000,ADBE  230915C00440000,ADBE  230915P00440000
ADBE,2023-09-14,2023-12-13,2023-09-07,2023-09-15,2023-12-15,560.4600219726562,550.0,ADBE  230915C00550000,ADBE  230915P00550000,ADBE  231215C00550000,ADBE  231215P00550000
ADBE,2023-12-13,2024-03-14,2023-12-06,2023-12-15,2024-03-15,595.7000122070312,600.0,ADBE  231215C00600000,ADBE  231215P00600000,ADBE  240315C00600000,ADBE  240315P00600000
ADBE,2024-03-14,2024-06-13,2024-03-07,2024-03-15,2024-06-21,556.0399780273438,550.0,ADBE  240315C00550000,ADBE  240315P00550000,ADBE  240621C00550000,ADBE  240621P00550000
ADBE,2024-06-13,2024-09-12,2024-06-06,2024-06-14,2024-09-20,458.1300048828125,460.0,ADBE  240614C00460000,ADBE  240614P00460000,ADBE  240920C00460000,ADBE  240920P00460000
ADBE,2024-09-12,2024-12-11,2024-09-05,2024-09-13,2024-12-20,567.9299926757812,575.0,ADBE  240913C00575000,ADBE  240913P00575000,ADBE  241220C00575000,ADBE  241220P00575000
ADBE,2024-12-11,2025-03-12,2024-12-04,2024-12-13,2025-03-21,536.489990234375,525.0,ADBE  241213C00525000,ADBE  241213P00525000,ADBE  250321C00525000,ADBE  250321P00525000
ADBE,2025-03-12,2025-06-12,2025-03-05,2025-03-14,2025-06-20,451.239990234375,450.0,ADBE  250314C00450000,ADBE  250314P00450000,ADBE  250620C00450000,ADBE  250620P00450000
ADBE,2025-06-12,2025-09-11,2025-06-05,2025-06-13,2025-09-19,415.20001220703125,420.0,ADBE  250613C00420000,ADBE  250613P00420000,ADBE  250919C00420000,ADBE  250919P00420000
ADBE,2025-09-11,2025-12-10,2025-09-04,2025-09-12,2025-12-19,344.30999755859375,340.0,ADBE  250912C00340000,ADBE  250912P00340000,ADBE  251219C00340000,ADBE  251219P00340000
ADBE,2025-12-10,2026-03-12,2025-12-03,2025-12-12,2026-03-20,326.7799987792969,330.0,ADBE  251212C00330000,ADBE  251212P00330000,ADBE  260320C00330000,ADBE  260320P00330000
ADBE,2026-03-12,2026-06-11,2026-03-05,2026-03-13,2026-06-19,281.739990234375,280.0,ADBE  260313C00280000,ADBE  260313P00280000,ADBE  260619C00280000,ADBE  260619P00280000
AMAT,2016-02-18,2016-05-19,2016-02-11,2016-02-19,2016-05-20,15.640000343322754,16.0,AMAT  160219C00016000,AMAT  160219P00016000,AMAT  160520C00016000,AMAT  160520P00016000
AMAT,2016-05-19,2016-08-18,2016-05-12,2016-05-20,2016-08-19,19.6299991607666,20.0,AMAT  160520C00020000,AMAT  160520P00020000,AMAT  160819C00020000,AMAT  160819P00020000
AMAT,2016-08-18,2016-11-17,2016-08-11,2016-08-19,2016-11-18,26.81999969482422,27.5,AMAT  160819C00027500,AMAT  160819P00027500,AMAT  161118C00027500,AMAT  161118P00027500
AMAT,2016-11-17,2017-02-15,2016-11-10,2016-11-18,2017-02-17,28.18000030517578,27.5,AMAT  161118C00027500,AMAT  161118P00027500,AMAT  170217C00027500,AMAT  170217P00027500
AMAT,2017-02-15,2017-05-18,2017-02-08,2017-02-17,2017-05-19,35.599998474121094,35.0,AMAT  170217C00035000,AMAT  170217P00035000,AMAT  170519C00035000,AMAT  170519P00035000
AMAT,2017-05-18,2017-08-17,2017-05-11,2017-05-19,2017-08-18,43.47999954223633,42.5,AMAT  170519C00042500,AMAT  170519P00042500,AMAT  170818C00042500,AMAT  170818P00042500
AMAT,2017-08-17,2017-11-16,2017-08-10,2017-08-18,2017-11-17,42.029998779296875,42.5,AMAT  170818C00042500,AMAT  170818P00042500,AMAT  171117C00042500,AMAT  171117P00042500
AMAT,2017-11-16,2018-02-14,2017-11-09,2017-11-17,2018-02-16,55.47999954223633,55.0,AMAT  171117C00055000,AMAT  171117P00055000,AMAT  180216C00055000,AMAT  180216P00055000
AMAT,2018-02-14,2018-05-17,2018-02-07,2018-02-16,2018-05-18,48.689998626708984,47.5,AMAT  180216C00047500,AMAT  180216P00047500,AMAT  180518C00047500,AMAT  180518P00047500
AMAT,2018-05-17,2018-08-16,2018-05-10,2018-05-18,2018-08-17,55.529998779296875,55.0,AMAT  180518C00055000,AMAT  180518P00055000,AMAT  180817C00055000,AMAT  180817P00055000
AMAT,2018-08-16,2018-11-15,2018-08-09,2018-08-17,2018-11-16,49.15999984741211,50.0,AMAT  180817C00050000,AMAT  180817P00050000,AMAT  181116C00050000,AMAT  181116P00050000
AMAT,2018-11-15,2019-02-14,2018-11-08,2018-11-16,2019-02-15,34.939998626708984,35.0,AMAT  181116C00035000,AMAT  181116P00035000,AMAT  190215C00035000,AMAT  190215P00035000
AMAT,2019-02-14,2019-05-16,2019-02-07,2019-02-15,2019-05-17,39.91999816894531,40.0,AMAT  190215C00040000,AMAT  190215P00040000,AMAT  190517C00040000,AMAT  190517P00040000
AMAT,2019-05-16,2019-08-15,2019-05-09,2019-05-17,2019-08-16,40.939998626708984,40.0,AMAT  190517C00040000,AMAT  190517P00040000,AMAT  190816C00040000,AMAT  190816P00040000
AMAT,2019-08-15,2019-11-14,2019-08-08,2019-08-16,2019-11-15,47.86000061035156,47.5,AMAT  190816C00047500,AMAT  190816P00047500,AMAT  191115C00047500,AMAT  191115P00047500
AMAT,2019-11-14,2020-02-12,2019-11-07,2019-11-15,2020-02-21,55.939998626708984,55.0,AMAT  191115C00055000,AMAT  191115P00055000,AMAT  200221C00055000,AMAT  200221P00055000
AMAT,2020-02-12,2020-05-14,2020-02-05,2020-02-14,2020-05-15,63.79999923706055,65.0,AMAT  200214C00065000,AMAT  200214P00065000,AMAT  200515C00065000,AMAT  200515P00065000
AMAT,2020-05-14,2020-08-13,2020-05-07,2020-05-15,2020-08-21,51.25,50.0,AMAT  200515C00050000,AMAT  200515P00050000,AMAT  200821C00050000,AMAT  200821P00050000
AMAT,2020-08-13,2020-11-12,2020-08-06,2020-08-14,2020-11-20,63.61000061035156,65.0,AMAT  200814C00065000,AMAT  200814P00065000,AMAT  201120C00065000,AMAT  201120P00065000
AMAT,2020-11-12,2021-02-18,2020-11-05,2020-11-13,2021-02-19,69.94999694824219,70.0,AMAT  201113C00070000,AMAT  201113P00070000,AMAT  210219C00070000,AMAT  210219P00070000
AMAT,2021-02-18,2021-05-20,2021-02-11,2021-02-19,2021-05-21,113.0,115.0,AMAT  210219C00115000,AMAT  210219P00115000,AMAT  210521C00115000,AMAT  210521P00115000
AMAT,2021-05-20,2021-08-19,2021-05-13,2021-05-21,2021-08-20,119.91999816894531,120.0,AMAT  210521C00120000,AMAT  210521P00120000,AMAT  210820C00120000,AMAT  210820P00120000
AMAT,2021-08-19,2021-11-18,2021-08-12,2021-08-20,2021-11-19,129.22000122070312,130.0,AMAT  210820C00130000,AMAT  210820P00130000,AMAT  211119C00130000,AMAT  211119P00130000
AMAT,2021-11-18,2022-02-16,2021-11-11,2021-11-19,2022-02-18,153.89999389648438,155.0,AMAT  211119C00155000,AMAT  211119P00155000,AMAT  220218C00155000,AMAT  220218P00155000
AMAT,2022-02-16,2022-05-19,2022-02-09,2022-02-18,2022-05-20,144.1999969482422,145.0,AMAT  220218C00145000,AMAT  220218P00145000,AMAT  220520C00145000,AMAT  220520P00145000
AMAT,2022-05-19,2022-08-18,2022-05-12,2022-05-20,2022-08-19,106.76000213623047,105.0,AMAT  220520C00105000,AMAT  220520P00105000,AMAT  220819C00105000,AMAT  220819P00105000
AMAT,2022-08-18,2022-11-17,2022-08-11,2022-08-19,2022-11-18,105.52999877929688,105.0,AMAT  220819C00105000,AMAT  220819P00105000,AMAT  221118C00105000,AMAT  221118P00105000
AMAT,2022-11-17,2023-02-16,2022-11-10,2022-11-18,2023-02-17,104.79000091552734,105.0,AMAT  221118C00105000,AMAT  221118P00105000,AMAT  230217C00105000,AMAT  230217P00105000
AMAT,2023-02-16,2023-05-18,2023-02-09,2023-02-17,2023-05-19,116.08000183105469,115.0,AMAT  230217C00115000,AMAT  230217P00115000,AMAT  230519C00115000,AMAT  230519P00115000
AMAT,2023-05-18,2023-08-17,2023-05-11,2023-05-19,2023-08-18,115.45999908447266,115.0,AMAT  230519C00115000,AMAT  230519P00115000,AMAT  230818C00115000,AMAT  230818P00115000
AMAT,2023-08-17,2023-11-16,2023-08-10,2023-08-18,2023-11-17,144.61000061035156,145.0,AMAT  230818C00145000,AMAT  230818P00145000,AMAT  231117C00145000,AMAT  231117P00145000
AMAT,2023-11-16,2024-02-15,2023-11-09,2023-11-17,2024-02-16,143.1699981689453,145.0,AMAT  231117C00145000,AMAT  231117P00145000,AMAT  240216C00145000,AMAT  240216P00145000
AMAT,2024-02-15,2024-05-16,2024-02-08,2024-02-16,2024-05-17,173.88999938964844,175.0,AMAT  240216C00175000,AMAT  240216P00175000,AMAT  240517C00175000,AMAT  240517P00175000
AMAT,2024-05-16,2024-08-15,2024-05-09,2024-05-17,2024-08-16,206.3300018310547,210.0,AMAT  240517C00210000,AMAT  240517P00210000,AMAT  240816C00210000,AMAT  240816P00210000
AMAT,2024-08-15,2024-11-14,2024-08-08,2024-08-16,2024-11-15,190.5500030517578,190.0,AMAT  240816C00190000,AMAT  240816P00190000,AMAT  241115C00190000,AMAT  241115P00190000
AMAT,2024-11-14,2025-02-13,2024-11-07,2024-11-15,2025-02-21,194.08999633789062,195.0,AMAT  241115C00195000,AMAT  241115P00195000,AMAT  250221C00195000,AMAT  250221P00195000
AMAT,2025-02-13,2025-05-15,2025-02-06,2025-02-14,2025-05-16,182.8000030517578,185.0,AMAT  250214C00185000,AMAT  250214P00185000,AMAT  250516C00185000,AMAT  250516P00185000
AMAT,2025-05-15,2025-08-14,2025-05-08,2025-05-16,2025-08-15,156.0,155.0,AMAT  250516C00155000,AMAT  250516P00155000,AMAT  250815C00155000,AMAT  250815P00155000
AMAT,2025-08-14,2025-11-13,2025-08-07,2025-08-15,2025-11-21,183.14999389648438,185.0,AMAT  250815C00185000,AMAT  250815P00185000,AMAT  251121C00185000,AMAT  251121P00185000
